D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_01_452.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_01_452.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_01_452.jpg, 0, 0, 0, 0.5924634
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_01_560.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_01_560.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_01_560.jpg, 0, 0, 0, 0.5865274
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_01_666.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_01_666.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_01_666.jpg, 0, 0, 0, 0.580651
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_01_778.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_01_778.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_01_778.jpg, 0, 0, 0, 0.5736772
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_01_893.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_01_893.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_01_893.jpg, 0, 0, 0, 0.5667874
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_02_000.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_02_000.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_02_000.jpg, 0, 0, 0, 0.5611092
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_02_102.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_02_102.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_02_102.jpg, 0, 0, 0, 0.555488
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_02_215.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_02_215.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_02_215.jpg, -0.1969278, 0.3011472, 0, 0.7929708
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_02_316.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_02_316.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_02_316.jpg, 0, 0.6367929, 0, 1.498046
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_02_417.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_02_417.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_02_417.jpg, 0, 0.9438009, 0, 2.498261
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_02_530.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_02_530.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_02_530.jpg, 0, 1, 0, 3.922937
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_02_630.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_02_630.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_02_630.jpg, 0, 1, 0, 5.089929
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_02_735.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_02_735.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_02_735.jpg, -0.3158412, 1, 0, 6.224782
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_02_847.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_02_847.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_02_847.jpg, -0.6025338, 1, 0, 7.305083
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_02_953.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_02_953.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_02_953.jpg, -0.236691, 1, 0, 8.672418
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_03_061.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_03_061.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_03_061.jpg, 0, 1, 0, 9.779819
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_03_170.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_03_170.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_03_170.jpg, 0, 1, 0, 11.10734
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_03_280.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_03_280.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_03_280.jpg, 0, 1, 0, 11.94833
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_03_383.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_03_383.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_03_383.jpg, -0.3026034, 1, 0, 13.22454
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_03_484.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_03_484.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_03_484.jpg, -0.0340101, 1, 0, 14.28071
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_03_586.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_03_586.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_03_586.jpg, 0, 1, 0, 15.40437
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_03_687.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_03_687.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_03_687.jpg, 0, 1, 0, 16.41288
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_03_789.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_03_789.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_03_789.jpg, 0, 1, 0, 17.68031
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_03_892.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_03_892.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_03_892.jpg, -0.1524015, 1, 0, 18.71112
D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\center_2025_05_06_11_16_04_002.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\left_2025_05_06_11_16_04_002.jpg, D:\Udacity AGV Simulator\Autonomous Driving Data\IMG\right_2025_05_06_11_16_04_002.jpg, -0.4452351, 1, 0, 19.622
